,Unnamed: 0,CASE_STATUS,JOB_TITLE,SOC_TITLE,PREVAILING_WAGE,PW_UNIT_OF_PAY,BEGIN_DATE,END_DATE,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,EMPLOYER_NAME,PW_WAGE_LEVEL,EMPLOYER_CITY,EMPLOYER_STATE,WORKSITE_WORKERS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE
55457,55457,Certified,Special Education Teacher,"Special Education Teachers, Elementary School","$45,260.00 ",Year,12/2/2024,12/1/2027,1,0,0,0,0,LOWER BRULE DAY SCHOOL,I,Lower Brule,SD,1,Lower Brule,LYMAN,SD,57548
55867,55867,Certified,JAVA DEVELOPER,Computer Programmers,"$77,230.00 ",Year,11/18/2024,11/17/2027,0,0,0,0,0,MITECS INC.,III,East Lansing,MI,1,SANTA FE,SANTA FE,NM,87501
56039,56039,Certified,Hospitalist,Hospitalists,"$239,200.00 ",Year,2/1/2025,1/31/2028,1,0,0,0,0,"United Hospital Center, Inc.",I,Bridgeport,WV,1,Bridgeport,HARRISON,WV,26330
56156,56156,Certified - Withdrawn,Postdoctoral Research Associate,Mechanical Engineers,"$92,186.00 ",Year,1/6/2025,1/5/2027,1,0,0,0,0,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87544
56289,56289,Certified - Withdrawn,Industrial Engineer,Industrial Engineers,"$85,114.00 ",Year,1/3/2025,1/2/2028,0,1,0,0,0,"d.e. Foxx & Associates, Inc.",II,Cincinnati,OH,1,Inwood,BERKELEY,WV,25428
56296,56296,Certified - Withdrawn,Asst Professor - Civil & Architectural Engineering & Constru,"Architecture Teachers, Postsecondary","$65,050.00 ",Year,8/22/2024,8/21/2027,0,1,0,0,0,University of Wyoming,I,Laramie,WY,1,Laramie,ALBANY,WY,82071
56338,56338,Certified - Withdrawn,Systems Integrator Engineer,Software Developers,"$53,997.00 ",Year,10/1/2023,9/30/2026,1,0,0,0,0,"TRC Solutions, Inc.",I,Irvine,CA,1,Huntington,CABELL,WV,25701
56434,56434,Certified,RESEARCH ASSOCIATE III,Microbiologists,"$69,888.00 ",Year,3/21/2025,3/20/2028,0,1,0,0,0,South Dakota State University,III,Brookings,SD,1,BROOKINGS,BROOKINGS,SD,57007
56853,56853,Certified,Process Engineer,Materials Engineers,"$110,219.00 ",Year,11/11/2024,11/10/2027,0,0,0,0,0,Intel Corporation ,III,Santa Clara,CA,1,Rio Rancho,SANDOVAL,NM,87124
57128,57128,Certified,ASSISTANT PROFESSOR - MOLECULAR BIOLOGY & GENETICS,"Biological Science Teachers, Postsecondary","$57,320.00 ",Year,2/7/2025,2/6/2028,0,1,0,0,0,South Dakota State University,I,Brookings,SD,1,BROOKINGS,BROOKINGS,SD,57007
57280,57280,Certified,Analytics Associate IV,Data Scientists,$39.15 ,Hour,5/1/2025,4/30/2028,0,0,1,0,0,Presbyterian Healthcare Services,III,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
57484,57484,Certified,Oracle DBA,Database Administrators,$53.37 ,Hour,11/18/2024,11/17/2027,0,0,0,0,1,"Strategic Staffing Solutions, L.C.",IV,Detroit,MI,1,Albuquerque,BERNALILLO,NM,87109
57836,57836,Certified - Withdrawn,"Research Associate III, Strawberry Production",Soil and Plant Scientists,"$59,946.00 ",Year,10/1/2023,9/30/2026,1,0,0,0,0,Plenty Unlimited Inc.,II,South San Francisco,CA,1,Laramie,ALBANY,WY,82070
57941,57941,Certified - Withdrawn,Assistant Professor,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",$38.73 ,Hour,12/31/2023,12/30/2026,0,0,0,0,0,University of Alaska ,,Fairbanks,AK,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99775
57945,57945,Certified - Withdrawn,Research Operations Grower,Soil and Plant Scientists,"$59,946.00 ",Year,9/11/2023,9/10/2026,0,0,0,0,1,"Plenty Unlimited, Inc. ",II,South San Francisco ,CA,1,Laramie,ALBANY,WY,82070
59478,59478,Certified,Post Doctoral Fellow,"Medical Scientists, Except Epidemiologists","$56,368.00 ",Year,3/9/2025,3/8/2028,1,0,0,0,0,University of New Mexico,I,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87131
59530,59530,Certified,Research Assistant Professor,Physicists,$36.67 ,Hour,11/14/2024,11/13/2027,0,0,0,0,0,University of New Mexico,,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87106
59535,59535,Certified,High School Spanish Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$50,000.00 ",Year,4/25/2025,4/24/2028,0,1,0,0,0,Santa Fe Public Schools,,Santa Fe,NM,1,Santa Fe,SANTA FE,NM,87507
59544,59544,Certified,Analytics Associate IV,Data Scientists,$39.15 ,Hour,11/25/2024,11/24/2027,0,0,0,0,1,Presbyterian Healthcare Services,III,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
60666,60666,Certified,Post Doctoral Research Associate - Microbiology,Microbiologists,"$50,045.00 ",Year,12/1/2024,11/30/2027,1,0,0,0,0,University of Wyoming,I,Laramie,WY,1,Laramie,ALBANY,WY,82071
60847,60847,Certified,Dual Language Immersion Classroom Teacher,"Elementary School Teachers, Except Special Education","$45,040.00 ",Year,11/12/2024,11/11/2027,1,0,0,0,0,Natrona County School District 1,I,Casper,WY,1,Casper,NATRONA,WY,82604
60946,60946,Certified,R&D Engineer 1,Electrical Engineers,"$88,941.00 ",Year,11/25/2024,11/24/2027,1,0,0,0,0,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
61393,61393,Certified,Special Education Resource Teacher,"Special Education Teachers, All Other","$61,387.00 ",Year,2/1/2025,1/31/2028,1,0,0,0,0,Yupiit School District,II,Akiachak,AK,1,Akiachak,BETHEL,AK,99551
61503,61503,Certified,Data Analyst - Research & Economic Development,Data Scientists,"$55,994.00 ",Year,12/2/2024,8/1/2027,1,0,0,0,0,University of Wyoming,I,Laramie,WY,1,Laramie,ALBANY,WY,82071
62125,62125,Denied,Senior Vice President of Sales,Sales Managers,"$121,493.00 ",Year,1/1/2025,1/1/2027,1,0,0,0,0,"Spring Investments, Inc",II,Brookings,SD,1,Brookings,BROOKINGS,SD,57006
62383,62383,Certified,Postdoctoral Research Associate,Materials Scientists,"$70,699.00 ",Year,1/6/2025,1/16/2026,1,0,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
62870,62870,Certified,Scientist 3,Physicists,"$150,779.00 ",Year,4/11/2025,4/10/2028,0,1,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
63110,63110,Certified,Postdoctoral Research Associate,"Geoscientists, Except Hydrologists and Geographers","$44,138.00 ",Year,1/13/2025,4/1/2025,1,0,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
63321,63321,Certified,"Teacher, Special Education High School","Special Education Teachers, Secondary School","$54,000.00 ",Year,2/16/2025,2/15/2028,0,1,0,0,0,Central Consolidated School District,,Shiprock,NM,1,Kirtland,SAN JUAN,NM,87417
63955,63955,Certified,MUSIC TEACHER,"Elementary School Teachers, Except Special Education","$45,370.00 ",Year,11/15/2024,11/14/2027,1,0,0,0,0,Mercer County Board of Education,I,Princeton,WV,1,Bluefield,MERCER,WV,24701
64460,64460,Certified,Assistant Scientist,Astronomers,"$81,099.00 ",Year,4/11/2025,4/10/2028,0,1,0,0,0,National Radio Astronomy Observatory,II,Charlottesville,VA,1,Green Bank,POCAHONTAS,WV,24915
64929,64929,Certified,Assistant Scientist,Astronomers,"$81,099.00 ",Year,3/28/2025,3/27/2028,0,1,0,0,0,National Radio Astronomy Observatory,II,Charlottesville,VA,1,Green Bank,POCAHONTAS,WV,24915
65117,65117,Certified,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,"$86,570.00 ",Year,11/6/2024,11/5/2027,0,0,0,0,1,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,II,College Station,TX,1,Las Cruces,DONA ANA,NM,88001
65323,65323,Certified - Withdrawn,ASST PROFESSOR-PRECISION AGRICULTURE AUTOMATION ENGINEERING,"Engineering Teachers, Postsecondary","$72,030.00 ",Year,11/22/2024,11/21/2027,0,1,0,0,0,South Dakota State University,I,Brookings,SD,1,BROOKINGS,BROOKINGS,SD,57007
65353,65353,Certified - Withdrawn,Environmental Engineer II,Environmental Engineers,"$83,762.00 ",Year,10/1/2023,9/30/2026,1,0,0,0,0,"Brice Engineering, LLC",II,Anchorage,AK,1,Fairbanks,FAIRBANKS NORTH STAR,AK,99701
65572,65572,Certified,Assistant Professor (Psychiatry),"Health Specialties Teachers, Postsecondary",$27.89 ,Hour,2/1/2025,1/31/2028,0,0,0,1,0,West Virginia University,I,Morgantown,WV,1,Glen Dale,MARSHALL,WV,26038
66065,66065,Certified,Assistant Professor (Cardiology),"Health Specialties Teachers, Postsecondary",$25.12 ,Hour,11/18/2024,11/17/2027,0,0,0,1,0,West Virginia University,I,Morgantown,WV,1,New Martinsville,WETZEL,WV,26155
66235,66235,Certified,Physician (Non-Invasive Cardiology)-Assistant Professor,Cardiologists,"$70,325.00 ",Year,11/18/2024,11/17/2027,1,0,0,0,0,West Virginia University Medical Corporation,I,Morgantown,WV,1,New Martinsville,WETZEL,WV,26155
66402,66402,Certified,Engineering Manager,Architectural and Engineering Managers,"$175,906.00 ",Year,10/28/2024,10/27/2027,0,0,0,0,0,Intel Corporation ,II,Santa Clara,CA,1,Rio Rancho,SANDOVAL,NM,87124
66589,66589,Certified,MIDDLE SCHOOL TEACHER,"Middle School Teachers, Except Special and Career/Technical Education","$51,760.00 ",Year,11/4/2024,11/3/2027,1,0,0,0,0,ST. BONAVENTURE INDIAN MISSION AND SCHOOL,I,Thoreau,NM,1,THOREAU,MCKINLEY,NM,87323
66669,66669,Certified,Software Engineer,Software Developers,"$79,186.00 ",Year,11/15/2024,11/14/2027,0,0,0,0,1,CNH Industrial America LLC,II,Racine,WI,1,Sioux Falls,MINNEHAHA,SD,57104
66723,66723,Certified,Physician (Interventional Cardiologist)-Assistant Professor,Cardiologists,"$70,325.00 ",Year,11/18/2024,11/17/2027,1,0,0,0,0,West Virginia University Medical Corporation,I,Morgantown,WV,1,New Martinsville,WETZEL,WV,26155
67035,67035,Certified,Secondary English Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$70,320.00 ",Year,1/10/2025,1/9/2028,0,1,0,0,0,Lower Kuskokwim School District,II,Bethel,AK,1,Bethel,BETHEL,AK,99559
67160,67160,Certified - Withdrawn,Postdoctoral Research Associate,Chemists,"$47,174.00 ",Year,6/30/2024,6/13/2025,1,0,0,0,0,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
67278,67278,Certified,Data Engineer,Clinical Data Managers,"$85,363.00 ",Year,11/4/2024,11/3/2027,0,0,0,0,0,"Charleston Area Medical Center, Inc.",III,Charleston,WV,1,Charleston,KANAWHA,WV,25304
67923,67923,Certified,Software Applications Developer,Software Developers,"$79,290.00 ",Year,12/14/2024,12/13/2027,1,0,0,0,0,The New Mexico Administrative Office of the Courts,I,Santa Fe,NM,1,Albuquerque,BERNALILLO,NM,87102
68089,68089,Certified,Teacher,"Elementary School Teachers, Except Special Education","$55,546.84 ",Year,12/1/2024,11/30/2027,0,1,0,0,0,Southwest Region School District,,Dillingham,AK,1,New Stuyahok,DILLINGHAM,AK,99636
68390,68390,Certified,Research Assistant Professor,Chemical Engineers,"$65,562.00 ",Year,2/23/2025,2/22/2028,0,1,0,0,0,West Virginia University,II,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
68406,68406,Certified,Software Engineering Senior Advisor,Software Developers,"$127,358.00 ",Year,12/22/2024,12/21/2027,0,0,0,0,1,"NewQuest, LLC",III,Nashville,TN,1,Albuquerque,BERNALILLO,NM,87113
68447,68447,Certified,Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$55,546.84 ",Year,12/1/2024,11/30/2027,0,1,0,0,0,Southwest Region School District,,Dillingham,AK,1,Aleknagik,DILLINGHAM,AK,99555
68546,68546,Certified,Teacher,"Elementary School Teachers, Except Special Education","$55,546.84 ",Year,12/1/2024,11/30/2027,0,1,0,0,0,Southwest Region School District,,Dillingham,AK,1,Togiak,DILLINGHAM,AK,99678
68672,68672,Certified,Teacher,"Elementary School Teachers, Except Special Education","$55,546.84 ",Year,12/1/2024,11/30/2027,0,1,0,0,0,Southwest Region School District,,Dillingham,AK,1,Manokotak,DILLINGHAM,AK,99628
68691,68691,Certified,Teacher,"Elementary School Teachers, Except Special Education","$55,546.84 ",Year,12/1/2024,11/20/2027,0,1,0,0,0,Southwest Region School District,,Dillingham,AK,1,Togiak,DILLINGHAM,AK,99678
68875,68875,Certified - Withdrawn,Scientist 2,Physicists,"$123,656.00 ",Year,9/4/2024,9/3/2027,0,1,0,0,0,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
68914,68914,Certified - Withdrawn,"R&D S&E, Computer Science SE",Computer and Information Research Scientists,"$93,954.00 ",Year,8/1/2022,7/31/2025,0,0,0,0,0,"NTESS, LLC",II,Albuquerque,NM,1,ALBUQUERQUE,BERNALILLO,NM,87123
69142,69142,Certified,Process Engineer,Materials Engineers,"$110,219.00 ",Year,10/28/2024,10/27/2027,0,0,0,0,0,Intel Corporation ,III,Santa Clara,CA,1,Rio Rancho,SANDOVAL,NM,87124
69255,69255,Certified,Principal Chemist,Chemists,"$88,525.00 ",Year,11/1/2024,10/31/2027,0,1,0,0,0,"SI Group, Inc.",IV,The Woodlands,TX,1,Morgantown,MONONGALIA,WV,26501
69322,69322,Certified,ASSISTANT PROFESSOR OF VIOLIN AND VIOLA,"Art, Drama, and Music Teachers, Postsecondary","$44,920.00 ",Year,1/2/2025,1/1/2028,1,0,0,0,0,MARSHALL UNIVERSITY ,I,Huntington,WV,1,HUNTINGTON,CABELL,WV,25755
69435,69435,Certified,Technical Program Management,Information Technology Project Managers,"$85,384.00 ",Year,10/29/2024,10/28/2027,0,0,0,0,1,Microsoft Corporation,III,Redmond,WA,1,Cheyenne,LARAMIE,WY,82007
69610,69610,Certified,Quality Reliability Engineer,Industrial Engineers,"$116,459.00 ",Year,10/28/2024,10/27/2027,0,0,0,0,0,Intel Corporation ,III,Santa Clara,CA,1,Rio Rancho,SANDOVAL,NM,87124
69628,69628,Certified,Elementary Spanish Language Immersion Teacher,"Elementary School Teachers, Except Special Education","$65,903.63 ",Year,11/1/2024,10/31/2027,1,0,0,0,0,Anchorage School District,,Anchorage,AK,1,Chugiak,ANCHORAGE,AK,99567
69687,69687,Certified,Process Engineer,Materials Engineers,"$110,219.00 ",Year,10/28/2024,10/27/2027,0,0,0,0,0,Intel Corporation ,III,Santa Clara,CA,1,Rio Rancho,SANDOVAL,NM,87124
69983,69983,Certified,Post Doctoral,Hydrologists,$26.16 ,Hour,11/1/2024,10/31/2027,1,0,0,0,0,New Mexico State University,I,Las Cruces,NM,1,Las Cruces,DONA ANA,NM,88003
70064,70064,Certified,Postdoctoral Research Associate,Atmospheric and Space Scientists,"$61,256.00 ",Year,1/16/2025,1/16/2026,0,1,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
70414,70414,Certified,Applications Programmer-UI,Computer Programmers,"$62,442.00 ",Year,10/23/2024,9/30/2027,1,0,0,0,0,QRESTIK TECHNOLOGIES LLC,II,Sheridan,WY,1,Sheridan,SHERIDAN,WY,82801
70614,70614,Withdrawn,Scientist 3,Physicists,"$150,779.00 ",Year,4/25/2025,4/24/2028,0,1,0,0,0,"Triad National Security, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
70752,70752,Certified,Elementary/Middle School Teacher,"Middle School Teachers, Except Special and Career/Technical Education","$59,890.00 ",Year,11/4/2024,11/3/2027,1,0,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Shaktoolik,NOME,AK,99771
71118,71118,Certified,Medical Technologist,Medical and Clinical Laboratory Technologists,$21.84 ,Hour,10/22/2024,10/21/2027,1,0,0,0,0,Health Carousel LLC,I,Cincinnati,OH,1,Tyndall,BON HOMME,SD,57066
71350,71350,Certified,Special Education Teacher,"Special Education Teachers, Secondary School","$66,610.00 ",Year,11/4/2024,11/3/2027,1,0,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Shishmaref,NOME,AK,99772
71573,71573,Certified,Data Engineering Analyst,Business Intelligence Analysts,"$69,035.00 ",Year,10/23/2024,10/22/2027,1,0,0,0,0,WINSOFT GLOBAL SYSTEMS INC,II,Round Rock,TX,1,Charleston,KANAWHA,WV,25301
71715,71715,Certified,Elementary/Middle School Teacher,"Elementary School Teachers, Except Special Education","$61,860.00 ",Year,11/4/2024,11/3/2027,1,0,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Shaktoolik,NOME,AK,99771
71749,71749,Certified,Secondary Physical Education Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$59,530.00 ",Year,1/24/2025,1/6/2026,0,1,0,0,0,Jemez Valley Public Schools,II,Jemez Pueblo,NM,1,Jemez Pueblo,SANDOVAL,NM,87024
71822,71822,Certified,Product Engineer,Mechanical Engineers,"$92,186.00 ",Year,11/4/2024,11/3/2027,1,0,0,0,0,"UbiQD, Inc",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87544
71856,71856,Certified,SQL Server DBA,Database Administrators,"$68,578.00 ",Year,10/22/2024,9/30/2027,1,0,0,0,0,QRESTIK TECHNOLOGIES LLC,II,Sheridan,WY,1,Sheridan,SHERIDAN,WY,82801
71884,71884,Certified,SECONDARY SOCIAL STUDIES TEACHER,"Secondary School Teachers, Except Special and Career/Technical Education","$62,890.00 ",Year,10/28/2024,10/27/2027,1,0,0,0,0,JEMEZ MOUNTAIN PUBLIC SCHOOLS,II,Gallina,NM,1,GALLINA,RIO ARRIBA,NM,87017
71988,71988,Certified,Veterinarian,Veterinarians,"$11,225.05 ",Month,1/10/2025,6/15/2025,2,1,0,0,0,MJ Farms,IV,Veguita,NM,3,veguita,SOCORRO,NM,87062
72161,72161,Certified,Special Education Teacher (grades 7-12),"Special Education Teachers, Middle School","$56,490.00 ",Year,11/4/2024,11/3/2027,1,0,0,0,0,Bering Strait School District,I,Unalakleet,AK,1,Shishmaref,NOME,AK,99772
72224,72224,Certified,Physician (Pediatric Cardiology) – Assistant Professor,Cardiologists,"$70,325.00 ",Year,11/18/2024,11/17/2027,1,0,0,0,0,West Virginia University Medical Corporation,I,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
72989,72989,Certified,Analytics Associate IV,Data Scientists,$33.03 ,Hour,11/25/2024,11/24/2027,0,0,0,0,1,Presbyterian Healthcare Services,II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87113
73556,73556,Certified,Postdoctoral Fellow,Physicists,"$62,878.00 ",Year,1/1/2025,12/31/2027,1,0,0,0,0,West Virginia University Research Corporation,I,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
74001,74001,Certified - Withdrawn,Software Engineer,Computer Systems Analysts,"$72,925.00 ",Year,5/4/2024,5/3/2027,0,1,0,0,0,"Speridian Technologies, LLC",II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87110
74011,74011,Certified - Withdrawn,Software Engineer,Computer Systems Analysts,"$72,925.00 ",Year,10/1/2023,9/30/2026,0,1,0,0,0,"Speridian Technologies, LLC",II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87110
74012,74012,Certified - Withdrawn,Software Engineer,Software Developers,"$90,189.00 ",Year,10/1/2023,9/30/2026,0,1,0,0,0,"Speridian Technologies, LLC",II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87110
74013,74013,Certified - Withdrawn,Software Engineer,Computer Systems Analysts,"$72,925.00 ",Year,10/1/2023,9/30/2026,0,1,0,0,0,"Speridian Technologies, LLC",II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87110
74036,74036,Certified - Withdrawn,Software Engineer,"Software Developers, Applications","$78,624.00 ",Year,10/1/2022,9/30/2025,1,0,0,0,0,"Speridian Technologies, LLC",II,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87110
74065,74065,Withdrawn,Physician (Non-Invasive Cardiology)-Assistant Professor,Cardiologists,"$70,325.00 ",Year,11/18/2024,11/17/2027,1,0,0,0,0,West Virginia University Medical Corporation,I,Morgantown,WV,1,New Martinsville,WETZEL,WV,26155
74088,74088,Certified,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,"$85,550.00 ",Year,10/29/2024,10/28/2027,0,0,0,0,0,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,II,College Station,TX,1,Albuquerque,BERNALILLO,NM,87107
74110,74110,Certified,Senior Associate JC60 -Computer Systems Engineers/Architects,Computer Systems Engineers/Architects,"$85,550.00 ",Year,10/29/2024,10/28/2027,0,0,0,0,0,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,II,College Station,TX,1,Albuquerque,BERNALILLO,NM,87111
74126,74126,Certified,SA JC60 - Network and Computer Systems Administrators,Network and Computer Systems Administrators,"$63,835.00 ",Year,10/29/2024,10/28/2027,0,0,0,0,0,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,II,College Station,TX,1,Cheyenne,LARAMIE,WY,82007
74139,74139,Certified,SA JC60 - Network and Computer Systems Administrators,Network and Computer Systems Administrators,"$63,835.00 ",Year,10/29/2024,10/28/2027,0,0,0,0,0,COGNIZANT TECHNOLOGY SOLUTIONS US CORP,II,College Station,TX,1,Cheyenne,LARAMIE,WY,82009
74359,74359,Certified,Engineer III,Electrical Engineers,"$93,850.00 ",Year,4/7/2025,4/6/2028,0,1,0,0,0,Public Service Company of New Mexico,I,Albuquerque,NM,1,Albuquerque,BERNALILLO,NM,87107
74453,74453,Certified,Senior Engineer,Environmental Engineers,"$92,768.00 ",Year,10/28/2024,10/27/2027,0,0,0,0,1,SLR International Corporation,II,Bothell,WA,1,Anchorage,ANCHORAGE,AK,99503
74626,74626,Certified,Aircraft Mechanic,Aircraft Mechanics and Service Technicians,$22.37 ,Hour,3/1/2025,3/1/2027,15,0,0,0,0,"GAL Aerostaff US, Inc.",II,Lawrenceville,GA,15,Bridgeport,HARRISON,WV,26330
74667,74667,Certified,Project Engineer,Project Management Specialists,"$58,490.00 ",Year,11/1/2024,9/30/2027,1,0,0,0,0,Mark 1 Restoration Company,I,Dolton,IL,1,Laramie,ALBANY,WY,82072
74831,74831,Certified,Secondary Mathematics Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$60,490.00 ",Year,4/1/2025,3/31/2028,0,1,0,0,0,Galena City School District,I,Galena,AK,1,Galena,YUKON-KOYUKUK,AK,99741
74837,74837,Certified,Plant Engineer,Manufacturing Engineers,"$96,782.00 ",Year,3/1/2025,2/29/2028,1,0,0,0,0,"OBI Seafoods, LLC",I,Seattle,WA,1,Egegik,LAKE AND PENINSULA,AK,99579
74951,74951,Certified,Assistant Professor (Industrial Engineering),"Engineering Teachers, Postsecondary","$68,120.00 ",Year,12/9/2024,12/8/2027,1,0,0,0,0,West Virginia University,I,Morgantown,WV,1,Morgantown,MONONGALIA,WV,26506
75463,75463,Certified,Cardiologist,Cardiologists,"$194,002.00 ",Year,11/11/2024,11/10/2027,1,0,0,0,0,"Charleston Area Medical Center, Inc.",II,Charleston,WV,1,Charleston,KANAWHA,WV,25301
75611,75611,Certified,Physician (Psychiatry) – Assistant Professor,Psychiatrists,"$64,397.00 ",Year,2/1/2025,1/31/2028,1,0,0,0,0,West Virginia University Medical Corporation,I,Morgantown,WV,1,Glen Dale,MARSHALL,WV,26038
75997,75997,Certified,Controls Subject Matter Expert,Electrical Engineers,"$116,480.00 ",Year,4/2/2025,4/1/2028,0,0,1,0,0,"Meta Platforms, Inc",II,Menlo Park,CA,1,Los Lunas,VALENCIA,NM,87031
76057,76057,Certified,Secondary School Physical Education Teacher,"Secondary School Teachers, Except Special and Career/Technical Education","$59,530.00 ",Year,12/14/2024,12/13/2027,0,1,0,0,0,Jemez Valley Public Schools,II,Jemez Pueblo,NM,1,Jemez Pueblo,SANDOVAL,NM,87024
76150,76150,Certified,Plant Egineer,Manufacturing Engineers,"$96,782.00 ",Year,3/1/2025,2/29/2028,1,0,0,0,0,"OBI Seafoods, LLC",I,Seattle,WA,1,Egegik,LAKE AND PENINSULA,AK,99579
76420,76420,Certified,Medical Technologist,Medical and Clinical Laboratory Technologists,$24.44 ,Hour,10/17/2024,9/30/2027,1,0,0,0,0,Conexus MedStaff LLC,II,Houston,TX,1,Huntington,CABELL,WV,25701
76720,76720,Certified,Scientist 2,Physicists,"$150,779.00 ",Year,11/13/2024,11/12/2027,0,0,1,0,0,"TRIAD NATIONAL SECURITY, LLC",I,Los Alamos,NM,1,Los Alamos,LOS ALAMOS,NM,87545
